,hash_id,Vlak,Vecerka,Obchod,Bus,Skola,Skolka,Lekar,Hospoda,Restaurace,Metro,Tram,date_update,building_type,building_condition,building_location,area_net,price_note,energy_efficient_rating,building_floor_type,building_floor,garage,swimming_pool,area_landplot,cellar,house_location,price,lat,lon,locality,region,lat_cen,lon_cen,city_dist
2233,2478298444,3415.0,211.0,2009.0,208.0,86.0,86.0,4498.0,2275.0,403.0,0.0,0.0,24.01.2024,Smíšená,Velmi dobrý,Klidná část obce,90.0,včetně poplatků RK,F,Patrový,1,,,459.0,1,Řadový,7420000,50.136696,14.167068,"Školská, Hřebeč",11,50.0875,14.4213889,18.942175335812397
2234,2297975884,2040.0,205.0,5363.0,49.0,70.0,183.0,4185.0,2514.0,226.0,0.0,0.0,24.01.2024,Cihlová,Velmi dobrý,Klidná část obce,171.0,,C,Patrový,,1,,519.0,,Řadový,13299000,49.934662,14.417688,"Zvole, okres Praha-západ",11,50.0875,14.4213889,16.99686772503539
2235,1333040460,856.0,962.0,0.0,860.0,1349.0,1349.0,0.0,1151.0,962.0,0.0,0.0,24.01.2024,Cihlová,Velmi dobrý,Klidná část obce,216.0,,C,Patrový,2 včetně 1 podzemního,1,1.0,1063.0,80,Samostatný,11590000,49.844543,14.663618,"Okružní, Poříčí nad Sázavou",11,50.0875,14.4213889,32.093798062166044
2236,517129548,1826.0,732.0,694.0,281.0,448.0,448.0,0.0,367.0,425.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,126.0,,B,Patrový,2,,,284.0,,Řadový,11490000,50.173363,14.194856,"V. Poláka, Stehelčeves",11,50.0875,14.4213889,18.758827936755218
2237,3643905356,1808.0,84.0,2817.0,210.0,364.0,369.0,0.0,1755.0,226.0,0.0,0.0,Včera,Cihlová,Novostavba,Klidná část obce,192.0,Včetně provize,B,Patrový,2,1,,800.0,,Samostatný,15690000,50.1754,14.550271,"U Kovárny, Veleň",11,50.0875,14.4213889,13.413622815221418
2238,2835453260,1808.0,84.0,2817.0,210.0,364.0,369.0,0.0,1755.0,226.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,127.0,Včetně provize,B,Patrový,2,,,419.0,,V bloku,11990000,50.1754,14.550271,"U Kovárny, Veleň",11,50.0875,14.4213889,13.413622815221418
2239,124319052,1808.0,84.0,2817.0,210.0,364.0,369.0,0.0,1755.0,226.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,193.0,Včetně provize,B,Patrový,2,1,,1000.0,,Samostatný,16990000,50.1754,14.550271,"U Kovárny, Veleň",11,50.0875,14.4213889,13.413622815221418
2240,2802382156,1808.0,84.0,2817.0,210.0,364.0,369.0,0.0,1755.0,226.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,193.0,Včetně provize,B,Patrový,2,1,,1001.0,,Samostatný,16990000,50.174488,14.551234,"U Kovárny, Veleň",11,50.0875,14.4213889,13.387333913415203
2241,2670130508,769.0,1006.0,0.0,947.0,1382.0,1382.0,0.0,1186.0,1006.0,0.0,0.0,24.01.2024,Cihlová,Velmi dobrý,Klidná část obce,300.0,,G,Patrový,1. podlaží z celkem 2,1,1.0,1175.0,,Samostatný,15900000,49.84396,14.661848,"Okružní, Poříčí nad Sázavou",11,50.0875,14.4213889,32.080392376313135
2242,395105612,1306.0,327.0,608.0,132.0,459.0,852.0,0.0,632.0,530.0,0.0,0.0,24.01.2024,Cihlová,Po rekonstrukci,Okraj obce,165.0,Cena je uvedena včetně právního servisu a provize RK.,G,Patrový,3 včetně 1 podzemního,,,1315.0,1,Samostatný,12990000,49.866947,14.271561,"Čisovická, Mníšek pod Brdy",11,50.0875,14.4213889,26.762539755416878
2244,2691355980,0.0,2591.0,0.0,110.0,3237.0,1586.0,0.0,1512.0,3167.0,0.0,0.0,Včera,Cihlová,Před rekonstrukcí,,246.0,"Cena zahrnuje provizi a veškerý právní, realitní a hypoteční servis.",,Přízemní,1,,,2430.0,,Samostatný,5750000,49.9823,14.903683,"Oleška - Brník, okres Praha-východ",11,50.0875,14.4213889,36.3787425268895
2245,1509263708,1913.0,1281.0,0.0,350.0,1523.0,1438.0,0.0,2120.0,1226.0,0.0,0.0,24.01.2024,Smíšená,Před rekonstrukcí,,170.0,,G,Přízemní,1,,,925.0,6,Samostatný,2990000,49.941841,15.03721,"Zásmuky - Sobočice, okres Kolín",11,50.0875,14.4213889,46.88822777871177
2246,1926415692,0.0,155.0,0.0,123.0,120.0,268.0,0.0,217.0,5283.0,0.0,0.0,24.01.2024,Smíšená,Před rekonstrukcí,Klidná část obce,65.0,,G,Přízemní,1,,,299.0,,Řadový,980000,49.60881,14.905978,"Zámecké náměstí, Načeradec",11,50.0875,14.4213889,63.564088613741895
2247,3368801356,2756.0,571.0,0.0,687.0,871.0,871.0,0.0,940.0,576.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,,160.0,Cena včetně provize a právního servisu,G,Patrový,,,,442.0,,Řadový,10500000,50.23621,14.420417,"Za Humny, Odolena Voda",11,50.0875,14.4213889,16.53594247093941
2248,1006818636,2394.0,1742.0,0.0,292.0,2513.0,1232.0,2565.0,1765.0,2065.0,0.0,0.0,27.01.2024,Cihlová,Novostavba,Klidná část obce,233.0,,D,Patrový,2,1,1.0,1201.0,,Samostatný,15990000,50.096184,14.72234,"Glücksmannova, Úvaly",11,50.0875,14.4213889,21.49096620268638
2249,1468785996,846.0,279.0,3152.0,355.0,641.0,592.0,5275.0,1935.0,284.0,3233.0,0.0,24.01.2024,Cihlová,Dobrý,Okraj obce,300.0,Cena včetně služeb a provize RK.,G,Patrový,3 včetně 1 podzemního,1,,1047.0,,Samostatný,12490000,50.024174,14.286747,"Zbuzany, okres Praha-západ",11,50.0875,14.4213889,11.915518830974184
2250,2135328076,827.0,575.0,896.0,115.0,239.0,26.0,454.0,56.0,374.0,0.0,0.0,24.01.2024,Cihlová,Dobrý,,198.0,,,Patrový,,1,,497.0,1,,9990000,50.413818,14.924278,"Sychrova, Mladá Boleslav - Mladá Boleslav III",11,50.0875,14.4213889,50.941837309645116
2251,3805537612,320.0,1634.0,2215.0,311.0,480.0,578.0,0.0,2298.0,1562.0,0.0,0.0,24.01.2024,Dřevěná,Dobrý,Klidná část obce,120.0,,G,Přízemní,2 včetně 1 podzemního,1,,649.0,,Samostatný,5300000,50.376934,14.464124,"Na Staré cestě, Mělník",11,50.0875,14.4213889,32.32682006722434
2252,2145568076,1701.0,523.0,4042.0,237.0,96.0,2952.0,0.0,251.0,482.0,0.0,0.0,24.01.2024,Smíšená,Před rekonstrukcí,Centrum obce,79.0,,G,Přízemní,1,,,436.0,,Samostatný,3080000,50.067814,15.178152,"Polní, Veltruby",11,50.0875,14.4213889,54.04612812581526
2253,20718668,4160.0,1431.0,0.0,76.0,1813.0,1137.0,0.0,480.0,1448.0,0.0,0.0,24.01.2024,Cihlová,Velmi dobrý,Centrum obce,241.0,,G,Patrový,2,1,,724.0,,Samostatný,9500000,50.307934,14.847154,"Benátky nad Jizerou - Dražice, okres Mladá Boleslav",11,50.0875,14.4213889,38.9775312765753
2254,778872140,472.0,93.0,3999.0,52.0,15.0,166.0,4917.0,464.0,109.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,98.0,,B,Patrový,2,,,450.0,,V bloku,7000000,50.438248,15.128124,"Dolní Bousov, okres Mladá Boleslav",11,50.0875,14.4213889,63.598747903700556
2255,935126348,743.0,682.0,0.0,365.0,2344.0,613.0,0.0,405.0,2124.0,0.0,0.0,24.01.2024,Smíšená,Dobrý,Klidná část obce,105.0,,G,Patrový,2,,,801.0,,V bloku,5100000,50.252003,14.951017,"Na Prstýnku, Všejany",11,50.0875,14.4213889,41.92220116364035
2256,1256817996,0.0,1759.0,0.0,210.0,0.0,1534.0,0.0,1987.0,1940.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,193.0,,B,Patrový,2,,,1058.0,,Samostatný,12500000,50.366718,15.099545,"Ujkovice, okres Mladá Boleslav",11,50.0875,14.4213889,57.368744606452616
2259,2702361932,0.0,858.0,3870.0,174.0,3498.0,3098.0,0.0,3251.0,882.0,0.0,0.0,25.01.2024,Cihlová,Novostavba,Klidná část obce,119.0,,B,Přízemní,1,1,1.0,803.0,,Samostatný,11650000,50.015957,14.785261,"Nebeská, Doubravčice",11,50.0875,14.4213889,27.170325890487785
2260,2953676108,1148.0,683.0,0.0,233.0,784.0,610.0,0.0,4102.0,721.0,0.0,0.0,24.01.2024,Smíšená,Dobrý,Klidná část obce,180.0,"včetně poplatků, včetně provize, včetně právního servisu",G,Patrový,2 včetně 1 podzemního,,,1142.0,1,Samostatný,9990000,49.916309,14.63271,"Na Dlaskově, Velké Popovice - Brtnice",11,50.0875,14.4213889,24.299550886202887
2261,1396426060,725.0,633.0,0.0,60.0,656.0,686.0,0.0,688.0,553.0,0.0,0.0,24.01.2024,Smíšená,Dobrý,Klidná část obce,267.0,Cena včetně všech právních služeb a provize RK,F,Patrový,3 včetně 1 podzemního,1,1.0,680.0,,Samostatný,13750000,49.892044,14.391086,"Na Šiberným, Davle",11,50.0875,14.4213889,21.841415940910625
2262,3223692620,2693.0,1279.0,3178.0,1256.0,1579.0,1580.0,0.0,1450.0,1167.0,0.0,0.0,24.01.2024,Smíšená,Novostavba,Klidná část obce,151.0,"Cena je konečná, zahrnuje odměnu realitní kanceláře včetně právního servisu.",C,Patrový,2,,,722.0,,,10700000,50.275902,14.344805,"Dubová, Veltrusy",11,50.0875,14.4213889,21.64743060469073
2263,3727922508,1492.0,493.0,995.0,597.0,412.0,711.0,0.0,533.0,627.0,0.0,0.0,24.01.2024,Cihlová,Ve výstavbě,,74.0,,,Přízemní,,,,661.0,,Samostatný,8379502,49.961811,15.267777,"Hrušňová, Kutná Hora",11,50.0875,14.4213889,62.058163544913214
2264,940991564,3053.0,136.0,0.0,184.0,2343.0,2188.0,2644.0,108.0,1472.0,0.0,0.0,24.01.2024,Kamenná,Po rekonstrukci,Centrum obce,120.0,,,Přízemní,1,,,373.0,,Samostatný,3890000,49.828243,13.940108,"Rpety, okres Beroun",11,50.0875,14.4213889,44.90475009072399
2265,3794978124,2832.0,299.0,3607.0,282.0,294.0,294.0,3556.0,262.0,2113.0,0.0,0.0,24.01.2024,Kamenná,Dobrý,Klidná část obce,140.0,,G,Patrový,2,,,950.0,1,Samostatný,9899350,49.972069,14.696804,"Hasičská, Tehov",11,50.0875,14.4213889,23.489839507819315
2266,2198574412,2475.0,1366.0,0.0,412.0,2480.0,1198.0,2709.0,1378.0,2307.0,0.0,0.0,24.01.2024,Dřevěná,Velmi dobrý,Centrum obce,152.0,,B,Patrový,1,,,812.0,,Samostatný,11900000,50.09655,14.729432,"Za Panskou Zahradou, Horoušany - Horoušánky",11,50.0875,14.4213889,21.99813598126356
2267,3068626252,624.0,59.0,0.0,104.0,107.0,423.0,0.0,627.0,156.0,0.0,0.0,24.01.2024,Dřevěná,Novostavba,Centrum obce,98.0,,B,Přízemní,,,,920.0,,Samostatný,6988000,49.90694,15.218536,"Malešov, okres Kutná Hora",11,50.0875,14.4213889,60.41258284876984
2268,2733697372,944.0,849.0,1616.0,773.0,990.0,434.0,1485.0,1775.0,257.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,,179.0,,C,Patrový,3,1,,392.0,,Řadový,15600000,49.975376,14.086205,"Vojáčkova, Beroun",11,50.0875,14.4213889,26.993246323859353
2269,346862924,944.0,849.0,1616.0,773.0,990.0,434.0,1485.0,1775.0,257.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,,188.0,,C,Patrový,,1,,463.0,,Řadový,16520000,49.975376,14.086205,"Vojáčkova, Beroun",11,50.0875,14.4213889,26.993246323859353
2271,622630220,633.0,98.0,2944.0,164.0,625.0,133.0,2490.0,2065.0,970.0,0.0,0.0,24.01.2024,Smíšená,Dobrý,Klidná část obce,160.0,,G,Patrový,2,,,171.0,,Řadový,4800000,50.159859,14.136818,"V. Doubnera, Kladno - Dubí",11,50.0875,14.4213889,21.824510418182207
2272,3244291404,1260.0,119.0,0.0,61.0,403.0,431.0,0.0,668.0,411.0,0.0,0.0,24.01.2024,Cihlová,Velmi dobrý,,280.0,-víceúčelová nemovitost (bydlení i podnikání),G,Patrový,,1,1.0,1287.0,1,Samostatný,12900000,50.157478,13.897308,"Karlovarská, Nové Strašecí",11,50.0875,14.4213889,38.16458136635743
2273,1068156236,686.0,221.0,4268.0,117.0,217.0,587.0,486.0,439.0,158.0,0.0,0.0,24.01.2024,Cihlová,Před rekonstrukcí,,82.0,,G,Přízemní,,,,173.0,,Samostatný,2500000,49.837116,13.899246,"Dlouhá, Hořovice",11,50.0875,14.4213889,46.58428723980283
2274,4099732812,4867.0,1014.0,0.0,247.0,634.0,511.0,0.0,1270.0,783.0,0.0,0.0,24.01.2024,Cihlová,Novostavba,Klidná část obce,93.0,Cena k jednání,B,Přízemní,1,,,645.0,,Samostatný,11990000,49.904133,14.565935,"Kostelecká, Kamenice - Skuheř",11,50.0875,14.4213889,22.857966390824057
2275,3385807948,85.0,130.0,4679.0,68.0,147.0,147.0,0.0,1678.0,2311.0,0.0,0.0,29.01.2024,Cihlová,Dobrý,Klidná část obce,140.0,,G,Patrový,1. podlaží z celkem 1,1,,1378.0,1,Samostatný,6499000,50.196915,14.248939,"Zákolany, okres Kladno",11,50.0875,14.4213889,17.29300410094707
2276,590185804,3218.0,2232.0,2964.0,100.0,1458.0,2509.0,3268.0,2760.0,2306.0,0.0,0.0,24.01.2024,Montovaná,Novostavba,Klidná část obce,128.0,Konečná cena vč. provize a právních služeb,C,Přízemní,1,,,1319.0,,Samostatný,7995000,49.672543,14.047297,"Háje, okres Příbram",11,50.0875,14.4213889,53.361791219426706
2277,3399415116,3935.0,484.0,3428.0,475.0,1259.0,511.0,5773.0,838.0,434.0,5275.0,5327.0,Včera,Smíšená,Dobrý,,83.0,Cena včetně provize a právních služeb,G,Patrový,,1,,832.0,65,Samostatný,10970000,50.13937,14.32436,"K Chotolu, Statenice",11,50.0875,14.4213889,9.007499039649034
2278,1617659212,813.0,169.0,0.0,51.0,86.0,249.0,331.0,25.0,111.0,0.0,0.0,24.01.2024,Cihlová,Po rekonstrukci,Centrum obce,239.0,,G,Přízemní,,1,,965.0,1,Rohový,7690000,49.557755,13.962863,"Ludvíka Kuby, Březnice",11,50.0875,14.4213889,67.4666594705445
2279,2361768284,2290.0,362.0,326.0,306.0,805.0,805.0,0.0,137.0,356.0,0.0,0.0,26.01.2024,Cihlová,Velmi dobrý,Okraj obce,123.0,,C,Patrový,1,,,197.0,,Řadový,7999000,50.168911,14.196179,"Hlavní, Stehelčeves",11,50.0875,14.4213889,18.430226190139834
2280,2689779020,2306.0,1609.0,5541.0,304.0,1985.0,2324.0,0.0,2776.0,1676.0,0.0,0.0,24.01.2024,Kamenná,Po rekonstrukci,Klidná část obce,128.0,,C,Patrový,2,,,561.0,,V bloku,8090000,49.911823,13.948054,"Zdice - Knížkovice, okres Beroun",11,50.0875,14.4213889,39.06621370982743
2281,1924781388,0.0,65.0,0.0,32.0,261.0,174.0,0.0,4279.0,24.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Okraj obce,170.0,vč. právních služeb a provize RK,,Patrový,2 včetně 1 podzemního,1,,732.0,73,Samostatný,7990000,49.604607,14.277418,"Krásná Hora nad Vltavou, okres Příbram",11,50.0875,14.4213889,54.67856116497637
2282,1069401420,343.0,10.0,4596.0,228.0,41.0,41.0,4451.0,3273.0,1679.0,0.0,0.0,31.01.2024,Cihlová,Velmi dobrý,Centrum obce,150.0,"neplatíte žádnou provizi realitní kanceláře, která může být až půl milionu!",D,Patrový,2,,,296.0,1,,7260000,49.983337,14.128911,"Vráž, okres Beroun",11,50.0875,14.4213889,23.885488947810032
2284,1916978508,1102.0,546.0,0.0,308.0,885.0,913.0,0.0,1345.0,252.0,0.0,0.0,Včera,Cihlová,Velmi dobrý,Klidná část obce,117.0,Včetně realitního a právního servisu,,Přízemní,1. podlaží z celkem 1,,,1320.0,,Samostatný,8200000,50.251572,15.087248,"Hrubý Jeseník, okres Nymburk",11,50.0875,14.4213889,50.812014852313816
2285,453301580,1579.0,262.0,716.0,237.0,364.0,865.0,0.0,1104.0,227.0,0.0,0.0,Dnes,Smíšená,Po rekonstrukci,Okraj obce,173.0,,C,Patrový,2 včetně 1 podzemního,,,778.0,,Samostatný,6850000,50.361061,14.465772,"Nůšařská, Mělník",11,50.0875,14.4213889,30.58202592911574
2286,2465772876,259.0,392.0,0.0,132.0,352.0,418.0,0.0,362.0,237.0,0.0,0.0,23.01.2024,Cihlová,Před rekonstrukcí,Klidná část obce,152.0,"včetně provize, včetně právního servisu",G,Patrový,,,,914.0,,V bloku,4500000,50.133358,14.988455,"Husínek, Sadská",11,50.0875,14.4213889,40.757851482296445
2290,1804846412,513.0,644.0,3119.0,282.0,131.0,47.0,0.0,2507.0,680.0,0.0,0.0,31.01.2024,Cihlová,Novostavba,,108.0,,B,Patrový,2,,,324.0,,V bloku,12990000,50.056152,14.22117,"Bolzanova, Chýně",11,50.0875,14.4213889,14.70820971644806
2291,2522596684,1869.0,87.0,0.0,310.0,344.0,146.0,0.0,2846.0,63.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Klidná část obce,115.0,,G,Patrový,2,1,,736.0,,Samostatný,7800000,50.472275,14.843891,"Čistá, okres Mladá Boleslav",11,50.0875,14.4213889,52.26721671854263
2292,3559126348,414.0,323.0,0.0,336.0,2142.0,1968.0,0.0,1623.0,399.0,0.0,0.0,Včera,Cihlová,Velmi dobrý,Klidná část obce,200.0,,F,Patrový,3 včetně 1 podzemního,1,,600.0,,Samostatný,5390000,50.555653,15.059849,"Žďár - Doubrava, okres Mladá Boleslav",11,50.0875,14.4213889,69.02454676103217
2293,1406842188,3879.0,3992.0,0.0,46.0,3818.0,4318.0,0.0,2103.0,1531.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,Klidná část obce,90.0,,B,Patrový,2 včetně 2 podzemních,,,593.0,,Samostatný,6200000,50.411411,14.811843,"Pětikozly, okres Mladá Boleslav",11,50.0875,14.4213889,45.47514020557102
2295,1122747724,3136.0,316.0,0.0,344.0,3325.0,467.0,0.0,658.0,1274.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Klidná část obce,70.0,,G,Přízemní,2 včetně 1 podzemního,,,369.0,1,Samostatný,3700000,50.039013,15.289523,"V Hájku, Konárovice",11,50.0875,14.4213889,62.20170825752214
2296,1820575052,1509.0,1841.0,2032.0,132.0,1057.0,274.0,3433.0,2150.0,138.0,0.0,0.0,29.01.2024,Dřevěná,Velmi dobrý,,80.0,"Kupní cena je kompletní, vč. veškerého realitního i právního servisu",G,Přízemní,1,,,708.0,,Samostatný,8890000,50.434345,14.887703,"Mladá Boleslav - Michalovice, okres Mladá Boleslav",11,50.0875,14.4213889,50.85510944233822
2297,390841676,969.0,81.0,0.0,110.0,470.0,541.0,0.0,3193.0,3074.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Centrum obce,186.0,včetně provize RK a právních služeb.,G,Patrový,5 včetně 1 podzemního,1,1.0,1062.0,1,V bloku,11900000,50.28722,14.091363,"Dvořákova, Zlonice",11,50.0875,14.4213889,32.33060832168216
2298,1412556108,2618.0,2185.0,0.0,31.0,2065.0,2420.0,0.0,2422.0,731.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,Okraj obce,113.0,Cena včetně provize a právních služeb.,B,Přízemní,1 včetně 1 podzemního,,,1226.0,20,Samostatný,4821000,49.916611,15.165491,"Vidice, okres Kutná Hora",11,50.0875,14.4213889,56.4746790350083
2299,4185118028,3666.0,733.0,0.0,138.0,226.0,1214.0,0.0,221.0,701.0,0.0,0.0,23.01.2024,Kamenná,Dobrý,Centrum obce,70.0,,G,Přízemní,1,,,76.0,,Řadový,2575000,50.325417,14.856793,"Horky nad Jizerou, okres Mladá Boleslav",11,50.0875,14.4213889,40.74348366149921
2300,3333416268,2486.0,471.0,0.0,496.0,643.0,730.0,2207.0,2375.0,255.0,0.0,0.0,Včera,Cihlová,Velmi dobrý,Klidná část obce,245.0,Vyvolávací cena - prodej nejvyšší nabídce,G,Patrový,2,1,,616.0,,Samostatný,14990000,50.108902,14.675255,"K Sádku, Šestajovice",11,50.0875,14.4213889,18.263620309446882
2301,699647308,2033.0,2507.0,4517.0,25.0,2452.0,2578.0,0.0,173.0,3076.0,0.0,0.0,23.01.2024,Smíšená,Velmi dobrý,Klidná část obce,201.0,"vč. provize, výměry jsou přibližné",G,Patrový,2,,,975.0,,Samostatný,6690000,50.432301,14.432487,"Liběchov - Ješovice, okres Mělník",11,50.0875,14.4213889,38.34823802296734
2302,531875148,4427.0,149.0,0.0,78.0,401.0,192.0,0.0,0.0,36.0,0.0,0.0,23.01.2024,Cihlová,Před rekonstrukcí,Centrum obce,107.0,,,Patrový,,,,142.0,1,Samostatný,3200000,49.784443,14.877461,"Vlašimská, Divišov",11,50.0875,14.4213889,46.914838127789174
2303,3252999500,1211.0,1693.0,0.0,163.0,3860.0,1780.0,0.0,2060.0,1780.0,0.0,0.0,29.01.2024,Smíšená,Dobrý,Klidná část obce,54.0,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,G,Přízemní,2 včetně 1 podzemního,,,236.0,1,Samostatný,3500000,50.017048,15.032042,"Svojšice - Bošice, okres Kolín",11,50.0875,14.4213889,44.296865625590506
2304,1991492940,2503.0,1260.0,3934.0,17.0,31.0,172.0,0.0,2568.0,243.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,,142.0,,,Přízemní,,,,777.0,,,11750000,50.19334,14.554847,"Sluhy, okres Praha-východ",11,50.0875,14.4213889,15.131593437432146
2305,4205036876,361.0,1870.0,0.0,1813.0,2033.0,2272.0,0.0,1458.0,541.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,Klidná část obce,253.0,,G,Patrový,2,,1.0,691.0,,Samostatný,8350000,49.868443,14.719578,"Čtyřkoly, okres Benešov",11,50.0875,14.4213889,32.3723569511208
2306,1615164492,3190.0,1059.0,0.0,40.0,1489.0,1472.0,0.0,3019.0,1178.0,0.0,0.0,23.01.2024,Cihlová,Ve výstavbě,Klidná část obce,163.0,předmětem prodeje je jednotka vč. ideální poloviny pozemku,G,Patrový,2,,,458.0,,Rohový,16750000,49.930779,14.585362,"Křížkový Újezdec, okres Praha-východ",11,50.0875,14.4213889,20.999756254526048
2307,1017365836,4894.0,225.0,0.0,50.0,2090.0,1967.0,0.0,2148.0,2115.0,0.0,0.0,Včera,Smíšená,V rekonstrukci,Klidná část obce,150.0,"včetně DPH, bez poplatků, včetně provize, včetně právního servisu",G,Patrový,2,,,508.0,,Samostatný,5500000,50.374165,15.035912,"Žerčice, okres Mladá Boleslav",11,50.0875,14.4213889,54.09929577405826
2308,3003712588,564.0,372.0,812.0,178.0,241.0,253.0,0.0,842.0,142.0,0.0,0.0,23.01.2024,Smíšená,Dobrý,Klidná část obce,220.0,,G,Patrový,1. podlaží z celkem 2 včetně 1 podzemního,1,,429.0,1,Řadový,6850000,50.103218,13.740516,"Omáčkova, Rakovník - Rakovník II",11,50.0875,14.4213889,48.59987527224811
2309,4019714908,3761.0,818.0,940.0,734.0,525.0,671.0,3192.0,1732.0,675.0,3154.0,0.0,23.01.2024,Smíšená,Po rekonstrukci,Okraj obce,185.0,Cena včetně provize a služeb RK,,Patrový,2,,,655.0,,Samostatný,13300000,50.008904,14.555829,"U Motelu, Průhonice",11,50.0875,14.4213889,12.981811372444023
2310,172690268,348.0,1013.0,0.0,300.0,750.0,553.0,0.0,994.0,280.0,0.0,0.0,23.01.2024,Cihlová,Dobrý,Okraj obce,180.0,cena je včetně provize a služeb RK,,Patrový,3,,,8064.0,,Samostatný,7900000,49.87215,14.816802,"Chocerady - Vlkovec, okres Benešov",11,50.0875,14.4213889,37.05144021126163
2311,1833948492,990.0,129.0,0.0,146.0,2592.0,2628.0,0.0,5339.0,1797.0,0.0,0.0,Včera,Smíšená,Před rekonstrukcí,Klidná část obce,135.0, ,G,Přízemní,1,1,,529.0,,,1899000,50.327805,14.688951,"Kropáčova Vrutice - Krpy, okres Mladá Boleslav",11,50.0875,14.4213889,32.81097032343271
2314,806901580,1533.0,862.0,0.0,430.0,443.0,290.0,0.0,2861.0,634.0,0.0,0.0,23.01.2024,Cihlová,Před rekonstrukcí,Okraj obce,120.0,"cena již zahrnuje právní servis, adv. úschovu a všechny další poplatky včetně provize RK",G,Přízemní,1 včetně 1 podzemního,,,2264.0,,Samostatný,7750000,50.067783,15.064337,"Na Vinici, Cerhenice",11,50.0875,14.4213889,45.93249104989454
2318,2958730572,3840.0,283.0,0.0,422.0,1848.0,226.0,0.0,1556.0,481.0,0.0,0.0,23.01.2024,Cihlová,Novostavba,Klidná část obce,128.0,- Snížená cena - ,G,Přízemní,1. podlaží z celkem 1,,,1393.0,,Samostatný,8190000,50.046001,13.75757,"Všetaty, okres Rakovník",11,50.0875,14.4213889,47.60437984322008
2319,2411971916,677.0,352.0,0.0,345.0,344.0,327.0,0.0,276.0,276.0,0.0,0.0,28.01.2024,Cihlová,Dobrý,Klidná část obce,63.0,,G,Přízemní,2 včetně 1 podzemního,1,,240.0,,Samostatný,3495000,49.877594,15.065755,"K Hájkům, Uhlířské Janovice",11,50.0875,14.4213889,51.64723997767461
2320,1573111116,665.0,302.0,0.0,160.0,267.0,314.0,0.0,426.0,350.0,0.0,0.0,23.01.2024,Smíšená,Velmi dobrý,Klidná část obce,320.0,Cena zahrnuje veškeré právní úkony převodu a také odměnu RK,G,Patrový,4. podlaží z celkem 4,1,,265.0,85,Řadový,7995000,50.14682,13.962188,"J. Š. Baara, Stochov",11,50.0875,14.4213889,33.39896558386277
2321,1992541516,4766.0,182.0,0.0,50.0,82.0,82.0,0.0,1094.0,192.0,0.0,0.0,31.01.2024,Smíšená,Dobrý,Centrum obce,230.0,"včetně provize, včetně poplatků",G,Přízemní,3,1,,426.0,,Samostatný,7180000,50.258362,14.696872,"Kostelní Hlavno, okres Praha-východ",11,50.0875,14.4213889,27.310641776190103
2322,1472447820,963.0,151.0,2661.0,28.0,243.0,501.0,2009.0,312.0,82.0,0.0,0.0,23.01.2024,Smíšená,Dobrý,,70.0,,D,Patrový,3 včetně 1 podzemního,1,,196.0,9,Řadový,3800000,50.137398,14.061922,"Rakovnická, Kladno - Rozdělov",11,50.0875,14.4213889,26.226250288538672
2323,2101617740,1669.0,568.0,2553.0,692.0,580.0,2054.0,0.0,3480.0,1636.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,Klidná část obce,111.0,,,Patrový,,,,442.0,,Samostatný,10500000,49.912594,14.290733,"Bezová, Černolice",11,50.0875,14.4213889,21.57450251413994
2324,3780293964,3052.0,347.0,0.0,391.0,1227.0,443.0,0.0,1094.0,540.0,0.0,0.0,23.01.2024,Cihlová,Velmi dobrý,,111.0,,B,Přízemní,,,,403.0,,,10800000,50.067699,14.17036,"U Studny, Červený Újezd",11,50.0875,14.4213889,18.048041206443628
2325,272749900,3298.0,678.0,3874.0,287.0,1687.0,255.0,0.0,1176.0,715.0,0.0,0.0,29.01.2024,Cihlová,Velmi dobrý,Klidná část obce,142.0,,,Patrový,3,,,350.0,,Řadový,15390000,50.145283,14.326418,"Zelená, Statenice",11,50.0875,14.4213889,9.334722369103904
2326,3978945868,236.0,290.0,3723.0,291.0,284.0,401.0,4633.0,209.0,325.0,0.0,0.0,23.01.2024,Cihlová,Před rekonstrukcí,Centrum obce,99.0,,G,Přízemní,2 včetně 1 podzemního,1,,506.0,1,V bloku,3200000,50.439449,15.131815,"Dlouhá, Dolní Bousov",11,50.0875,14.4213889,63.88740097626061
